Facility,WWTP,Date,Lab,Target_Name,Copies_Per_Liter_WW,Sample_ID,Detection_Limit,Population,Sample_Type,No_of_Hours_Missed,flow 
SOUTHEAST,SOUTHEAST,8/17/2020,R,SARS CoV-2 N2,4620,R020_162,330,32485,Composite,,4.405
SOUTHEAST,SOUTHEAST,8/17/2020,R,SARS CoV-2 N2,2640,R020_163,330,32485,Composite,,4.405
SOUTHEAST,SOUTHEAST,8/17/2020,R,SARS CoV-2 N1,3740,R020_163,330,32485,Composite,,4.405
SOUTHEAST,SOUTHEAST,8/17/2020,R,SARS CoV-2 N1,6160,R020_162,330,32485,Composite,,4.405
SOUTHEAST,SOUTHEAST,8/17/2020,R,BCoV_M,456760.275,R020_162,705,32485,Composite,,4.405
SOUTHEAST,SOUTHEAST,8/17/2020,R,BCoV_M,481993.1027,R020_163,705,32485,Composite,,4.405
SOUTHWEST,SOUTHWEST,8/17/2020,R,SARS CoV-2 N2,1760,R020_164,330,293227,Composite,,35.481
SOUTHWEST,SOUTHWEST,8/17/2020,R,SARS CoV-2 N1,1540,R020_164,330,293227,Composite,,35.481
SOUTHWEST,SOUTHWEST,8/17/2020,R,BCoV_M,94387.99741,R020_164,705,293227,Composite,,35.481
SOUTHWEST,SOUTHWEST,8/17/2020,R,SARS CoV-2 N2,1540,R020_165,330,293227,Composite,,35.481
SOUTHWEST,SOUTHWEST,8/17/2020,R,SARS CoV-2 N1,462,R020_165,330,293227,Composite,,35.481
SOUTHWEST,SOUTHWEST,8/17/2020,R,BCoV_M,32659.49814,R020_165,705,293227,Composite,,35.481
TIDWELL TIMBERS,TIDWELL TIMBERS,8/17/2020,R,SARS CoV-2 N2,770,R020_166,330,1133,Composite,,0.104
TIDWELL TIMBERS,TIDWELL TIMBERS,8/17/2020,R,SARS CoV-2 N1,528,R020_166,330,1133,Composite,,0.104
TIDWELL TIMBERS,TIDWELL TIMBERS,8/17/2020,R,BCoV_M,416364.2695,R020_166,705,1133,Composite,,0.104
TIDWELL TIMBERS,TIDWELL TIMBERS,8/17/2020,R,SARS CoV-2 N1,2420,R020_167,330,1133,Composite,,0.104
TIDWELL TIMBERS,TIDWELL TIMBERS,8/17/2020,R,BCoV_M,1827524.598,R020_167,705,1133,Composite,,0.104
TIDWELL TIMBERS,TIDWELL TIMBERS,8/17/2020,R,SARS CoV-2 N2,1980,R020_167,330,1133,Composite,,0.104
TURKEY CREEK,TURKEY CREEK,8/17/2020,R,SARS CoV-2 N2,1540,R020_168,330,59188,Composite,,5.63
TURKEY CREEK,TURKEY CREEK,8/17/2020,R,SARS CoV-2 N1,3960,R020_168,330,59188,Composite,,5.63
TURKEY CREEK,TURKEY CREEK,8/17/2020,R,BCoV_M,288853.3227,R020_168,705,59188,Composite,,5.63
TURKEY CREEK,TURKEY CREEK,8/17/2020,R,SARS CoV-2 N2,6380,R020_169,330,59188,Composite,,5.63
TURKEY CREEK,TURKEY CREEK,8/17/2020,R,SARS CoV-2 N1,9680,R020_169,330,59188,Composite,,5.63
TURKEY CREEK,TURKEY CREEK,8/17/2020,R,BCoV_M,194505.7767,R020_169,705,59188,Composite,,5.63
UPPER BRAYS,UPPER BRAYS,8/17/2020,R,SARS CoV-2 N2,1540,R020_170,330,97918,Composite,,8.453
UPPER BRAYS,UPPER BRAYS,8/17/2020,R,SARS CoV-2 N1,3520,R020_170,330,97918,Composite,,8.453
UPPER BRAYS,UPPER BRAYS,8/17/2020,R,BCoV_M,113724.2854,R020_170,705,97918,Composite,,8.453
UPPER BRAYS,UPPER BRAYS,8/17/2020,R,SARS CoV-2 N2,1100,R020_171,330,97918,Composite,,8.453
UPPER BRAYS,UPPER BRAYS,8/17/2020,R,SARS CoV-2 N1,1760,R020_171,330,97918,Composite,,8.453
UPPER BRAYS,UPPER BRAYS,8/17/2020,R,BCoV_M,127084.8335,R020_171,705,97918,Composite,,8.453
WCID#111,WCID#111,8/17/2020,R,SARS CoV-2 N2,3740,R020_172,330,20920,Composite,,2.127
WCID#111,WCID#111,8/17/2020,R,SARS CoV-2 N1,9240,R020_172,330,20920,Composite,,2.127
WCID#111,WCID#111,8/17/2020,R,SARS CoV-2 N1,8140,R020_173,330,20920,Composite,,2.127
WCID#111,WCID#111,8/17/2020,R,BCoV_M,375685.2599,R020_173,705,20920,Composite,,2.127
WCID#111,WCID#111,8/17/2020,R,BCoV_M,430748.3435,R020_172,705,20920,Composite,,2.127
WCID#111,WCID#111,8/17/2020,R,SARS CoV-2 N2,6380,R020_173,330,20920,Composite,,2.127
WCID#47,WCID#47,8/17/2020,R,SARS CoV-2 N2,10780,R020_174,330,33645,Composite,,2.772
WCID#47,WCID#47,8/17/2020,R,SARS CoV-2 N1,8140,R020_174,330,33645,Composite,,2.772
WCID#47,WCID#47,8/17/2020,R,BCoV_M,736033.6537,R020_174,705,33645,Composite,,2.772
WCID#47,WCID#47,8/17/2020,R,SARS CoV-2 N2,2420,R020_175,330,33645,Composite,,2.772
WCID#47,WCID#47,8/17/2020,R,SARS CoV-2 N1,3080,R020_175,330,33645,Composite,,2.772
WCID#47,WCID#47,8/17/2020,R,BCoV_M,338868.3471,R020_175,705,33645,Composite,,2.772
WCID#76,WCID#76,8/17/2020,R,SARS CoV-2 N2,2640,R020_176,330,976,Composite,,0.496
WCID#76,WCID#76,8/17/2020,R,SARS CoV-2 N1,1760,R020_176,330,976,Composite,,0.496
WCID#76,WCID#76,8/17/2020,R,BCoV_M,293710.0927,R020_176,705,976,Composite,,0.496
WCID#76,WCID#76,8/17/2020,R,SARS CoV-2 N1,1320,R020_177,330,976,Composite,,0.496
WCID#76,WCID#76,8/17/2020,R,BCoV_M,431791.035,R020_177,705,976,Composite,,0.496
WCID#76,WCID#76,8/17/2020,R,SARS CoV-2 N2,836,R020_177,330,976,Composite,,0.496
WEST DISTRICT,WEST DISTRICT,8/17/2020,R,SARS CoV-2 N2,1056,R020_178,330,85129,Composite,,9.52
WEST DISTRICT,WEST DISTRICT,8/17/2020,R,SARS CoV-2 N1,1320,R020_178,330,85129,Composite,,9.52
WEST DISTRICT,WEST DISTRICT,8/17/2020,R,BCoV_M,12250.84341,R020_178,705,85129,Composite,,9.52
WEST DISTRICT,WEST DISTRICT,8/17/2020,R,SARS CoV-2 N2,330,R020_179,330,85129,Composite,,9.52
WEST DISTRICT,WEST DISTRICT,8/17/2020,R,SARS CoV-2 N1,880,R020_179,330,85129,Composite,,9.52
WEST DISTRICT,WEST DISTRICT,8/17/2020,R,BCoV_M,40497.79471,R020_179,705,85129,Composite,,9.52
WESTWAY,WESTWAY,8/17/2020,R,SARS CoV-2 N2,4620,R020_180,330,3623,Composite,,0.332
WESTWAY,WESTWAY,8/17/2020,R,SARS CoV-2 N1,5060,R020_181,330,3623,Composite,,0.332
WESTWAY,WESTWAY,8/17/2020,R,SARS CoV-2 N1,3740,R020_180,330,3623,Composite,,0.332
WESTWAY,WESTWAY,8/17/2020,R,BCoV_M,228436.357,R020_180,705,3623,Composite,,0.332
WESTWAY,WESTWAY,8/17/2020,R,SARS CoV-2 N2,4180,R020_181,330,3623,Composite,,0.332
WESTWAY,WESTWAY,8/17/2020,R,BCoV_M,240479.4631,R020_181,705,3623,Composite,,0.332
WHITE OAK,WHITE OAK,8/17/2020,R,SARS CoV-2 N2,2420,R020_182,330,20758,Composite,,1.827
WHITE OAK,WHITE OAK,8/17/2020,R,SARS CoV-2 N1,5500,R020_182,330,20758,Composite,,1.827
WHITE OAK,WHITE OAK,8/17/2020,R,BCoV_M,210759.9935,R020_182,705,20758,Composite,,1.827
WHITE OAK,WHITE OAK,8/17/2020,R,SARS CoV-2 N2,4180,R020_183,330,20758,Composite,,1.827
WHITE OAK,WHITE OAK,8/17/2020,R,SARS CoV-2 N1,7920,R020_183,330,20758,Composite,,1.827
WHITE OAK,WHITE OAK,8/17/2020,R,BCoV_M,218780.3669,R020_183,705,20758,Composite,,1.827
WILLOWBROOK,WILLOWBROOK,8/17/2020,R,SARS CoV-2 N2,6820,R020_184,330,8610,Composite,,1.218
WILLOWBROOK,WILLOWBROOK,8/17/2020,R,SARS CoV-2 N1,6600,R020_184,330,8610,Composite,,1.218
WILLOWBROOK,WILLOWBROOK,8/17/2020,R,SARS CoV-2 N1,4180,R020_185,330,8610,Composite,,1.218
WILLOWBROOK,WILLOWBROOK,8/17/2020,R,BCoV_M,189640.1321,R020_185,705,8610,Composite,,1.218
WILLOWBROOK,WILLOWBROOK,8/17/2020,R,BCoV_M,305693.821,R020_184,705,8610,Composite,,1.218
WILLOWBROOK,WILLOWBROOK,8/17/2020,R,SARS CoV-2 N2,2200,R020_185,330,8610,Composite,,1.218
69TH STREET,69TH STREET,8/24/2020,R,SARS CoV-2 N2,1100,R021_001,330,551150,Composite,,75
69TH STREET,69TH STREET,8/24/2020,R,SARS CoV-2 N1,682,R021_001,330,551150,Composite,,75
69TH STREET,69TH STREET,8/24/2020,R,BCoV_M,13445.28858,R021_001,705,551150,Composite,,75
69TH STREET,69TH STREET,8/24/2020,R,SARS CoV-2 N2,1320,R021_002,330,551150,Composite,,75
69TH STREET,69TH STREET,8/24/2020,R,SARS CoV-2 N1,2420,R021_002,330,551150,Composite,,75
69TH STREET,69TH STREET,8/24/2020,R,BCoV_M,16505.0645,R021_002,705,551150,Composite,,75
ALMEDA SIMS,ALMEDA SIMS,8/24/2020,R,SARS CoV-2 N1,0,R021_003,330,117968,Composite,,10.546
ALMEDA SIMS,ALMEDA SIMS,8/24/2020,R,BCoV_M,15263.14888,R021_003,705,117968,Composite,,10.546
ALMEDA SIMS,ALMEDA SIMS,8/24/2020,R,SARS CoV-2 N2,374,R021_004,330,117968,Composite,,10.546
ALMEDA SIMS,ALMEDA SIMS,8/24/2020,R,BCoV_M,14331.74116,R021_004,705,117968,Composite,,10.546
ALMEDA SIMS,ALMEDA SIMS,8/24/2020,R,SARS CoV-2 N1,374,R021_004,330,117968,Composite,,10.546
ALMEDA SIMS,ALMEDA SIMS,8/24/2020,R,SARS CoV-2 N2,440,R021_003,330,117968,Composite,,10.546
BELTWAY,BELTWAY,8/24/2020,R,SARS CoV-2 N1,1056,R021_005,330,70900,Composite,,5.584
BELTWAY,BELTWAY,8/24/2020,R,SARS CoV-2 N2,2860,R021_005,330,70900,Composite,,5.584
BELTWAY,BELTWAY,8/24/2020,R,BCoV_M,88921.46984,R021_005,705,70900,Composite,,5.584
BELTWAY,BELTWAY,8/24/2020,R,SARS CoV-2 N2,3520,R021_006,330,70900,Composite,,5.584
BELTWAY,BELTWAY,8/24/2020,R,SARS CoV-2 N1,3300,R021_006,330,70900,Composite,,5.584
BELTWAY,BELTWAY,8/24/2020,R,BCoV_M,94489.48265,R021_006,705,70900,Composite,,5.584
CEDAR BAYOU,CEDAR BAYOU,8/24/2020,R,SARS CoV-2 N1,880,R021_007,330,1722,Composite,,0.464
CEDAR BAYOU,CEDAR BAYOU,8/24/2020,R,BCoV_M,105817.8252,R021_007,705,1722,Composite,,0.464
CEDAR BAYOU,CEDAR BAYOU,8/24/2020,R,SARS CoV-2 N2,0,R021_008,330,1722,Composite,,0.464
CEDAR BAYOU,CEDAR BAYOU,8/24/2020,R,SARS CoV-2 N1,0,R021_008,330,1722,Composite,,0.464
CEDAR BAYOU,CEDAR BAYOU,8/24/2020,R,BCoV_M,49854.13941,R021_008,705,1722,Composite,,0.464
CEDAR BAYOU,CEDAR BAYOU,8/24/2020,R,SARS CoV-2 N2,308,R021_007,330,1722,Composite,,0.464
CHOCOLATE BAYOU,CHOCOLATE BAYOU,8/24/2020,R,SARS CoV-2 N1,1980,R021_009,330,37359,Composite,,2.393
CHOCOLATE BAYOU,CHOCOLATE BAYOU,8/24/2020,R,BCoV_M,218537.3482,R021_009,705,37359,Composite,,2.393
CHOCOLATE BAYOU,CHOCOLATE BAYOU,8/24/2020,R,SARS CoV-2 N2,2200,R021_009,330,37359,Composite,,2.393
CHOCOLATE BAYOU,CHOCOLATE BAYOU,8/24/2020,R,BCoV_M,343134.33,R021_010,705,37359,Composite,,2.393
CHOCOLATE BAYOU,CHOCOLATE BAYOU,8/24/2020,R,SARS CoV-2 N2,836,R021_010,330,37359,Composite,,2.393
CHOCOLATE BAYOU,CHOCOLATE BAYOU,8/24/2020,R,SARS CoV-2 N1,1760,R021_010,330,37359,Composite,,2.393
CLINTON PARK,CLINTON PARK,8/24/2020,R,SARS CoV-2 N2,660,R021_011,330,3825,Composite,,0.322
CLINTON PARK,CLINTON PARK,8/24/2020,R,SARS CoV-2 N1,374,R021_011,330,3825,Composite,,0.322
CLINTON PARK,CLINTON PARK,8/24/2020,R,BCoV_M,115902.003,R021_011,705,3825,Composite,,0.322
CLINTON PARK,CLINTON PARK,8/24/2020,R,SARS CoV-2 N2,858,R021_012,330,3825,Composite,,0.322
CLINTON PARK,CLINTON PARK,8/24/2020,R,SARS CoV-2 N1,440,R021_012,330,3825,Composite,,0.322
CLINTON PARK,CLINTON PARK,8/24/2020,R,BCoV_M,65691.68952,R021_012,705,3825,Composite,,0.322
EASTHAVEN,EASTHAVEN,8/24/2020,R,SARS CoV-2 N2,1980,R021_013,330,16030,Composite,,1.203
EASTHAVEN,EASTHAVEN,8/24/2020,R,SARS CoV-2 N1,2200,R021_013,330,16030,Composite,,1.203
EASTHAVEN,EASTHAVEN,8/24/2020,R,BCoV_M,191709.5513,R021_013,705,16030,Composite,,1.203
EASTHAVEN,EASTHAVEN,8/24/2020,R,SARS CoV-2 N2,0,R021_014,330,16030,Composite,,1.203
EASTHAVEN,EASTHAVEN,8/24/2020,R,SARS CoV-2 N1,0,R021_014,330,16030,Composite,,1.203
EASTHAVEN,EASTHAVEN,8/24/2020,R,BCoV_M,0,R021_014,705,16030,Composite,,1.203
FOREST COVE,FOREST COVE,8/24/2020,R,SARS CoV-2 N2,594,R021_017,330,4170,Composite,,0.192
FOREST COVE,FOREST COVE,8/24/2020,R,SARS CoV-2 N1,594,R021_017,330,4170,Composite,,0.192
FOREST COVE,FOREST COVE,8/24/2020,R,SARS CoV-2 N2,0,R021_018,330,4170,Composite,,0.192
FOREST COVE,FOREST COVE,8/24/2020,R,SARS CoV-2 N1,0,R021_018,330,4170,Composite,,0.192
FOREST COVE,FOREST COVE,8/24/2020,R,BCoV_M,3466.46056,R021_018,705,4170,Composite,,0.192
FOREST COVE,FOREST COVE,8/24/2020,R,BCoV_M,154400.7841,R021_017,705,4170,Composite,,0.192
FWSD#23,FWSD#23,8/24/2020,R,SARS CoV-2 N1,1760,R021_015,330,40689,Composite,,2.048
FWSD#23,FWSD#23,8/24/2020,R,BCoV_M,16491.00668,R021_015,705,40689,Composite,,2.048
FWSD#23,FWSD#23,8/24/2020,R,SARS CoV-2 N2,3960,R021_016,330,40689,Composite,,2.048
FWSD#23,FWSD#23,8/24/2020,R,BCoV_M,20431.93408,R021_016,705,40689,Composite,,2.048
FWSD#23,FWSD#23,8/24/2020,R,SARS CoV-2 N1,1540,R021_016,330,40689,Composite,,2.048
FWSD#23,FWSD#23,8/24/2020,R,SARS CoV-2 N2,2860,R021_015,330,40689,Composite,,2.048
GREENRIDGE,GREENRIDGE,8/24/2020,R,SARS CoV-2 N1,2860,R021_019,330,28742,Composite,,2.762
GREENRIDGE,GREENRIDGE,8/24/2020,R,BCoV_M,211506.8048,R021_019,705,28742,Composite,,2.762
GREENRIDGE,GREENRIDGE,8/24/2020,R,SARS CoV-2 N2,2640,R021_020,330,28742,Composite,,2.762
GREENRIDGE,GREENRIDGE,8/24/2020,R,SARS CoV-2 N1,1980,R021_020,330,28742,Composite,,2.762
GREENRIDGE,GREENRIDGE,8/24/2020,R,BCoV_M,193254.7744,R021_020,705,28742,Composite,,2.762
GREENRIDGE,GREENRIDGE,8/24/2020,R,SARS CoV-2 N2,2860,R021_019,330,28742,Composite,,2.762
HOMESTEAD,HOMESTEAD,8/24/2020,R,SARS CoV-2 N1,3080,R021_021,330,9375,Composite,,0.834
HOMESTEAD,HOMESTEAD,8/24/2020,R,BCoV_M,231546.0957,R021_021,705,9375,Composite,,0.834
HOMESTEAD,HOMESTEAD,8/24/2020,R,BCoV_M,208344.6254,R021_022,705,9375,Composite,,0.834
HOMESTEAD,HOMESTEAD,8/24/2020,R,SARS CoV-2 N2,2640,R021_022,330,9375,Composite,,0.834
HOMESTEAD,HOMESTEAD,8/24/2020,R,SARS CoV-2 N1,4840,R021_022,330,9375,Composite,,0.834
HOMESTEAD,HOMESTEAD,8/24/2020,R,SARS CoV-2 N2,4840,R021_021,330,9375,Composite,,0.834
IMPERIAL VALLEY,IMPERIAL VALLEY,8/24/2020,R,SARS CoV-2 N2,2420,R021_023,330,16804,Composite,,1.607
IMPERIAL VALLEY,IMPERIAL VALLEY,8/24/2020,R,SARS CoV-2 N1,2200,R021_023,330,16804,Composite,,1.607
IMPERIAL VALLEY,IMPERIAL VALLEY,8/24/2020,R,BCoV_M,119772.1496,R021_023,705,16804,Composite,,1.607
IMPERIAL VALLEY,IMPERIAL VALLEY,8/24/2020,R,SARS CoV-2 N2,1320,R021_024,330,16804,Composite,,1.607
IMPERIAL VALLEY,IMPERIAL VALLEY,8/24/2020,R,SARS CoV-2 N1,2420,R021_024,330,16804,Composite,,1.607
IMPERIAL VALLEY,IMPERIAL VALLEY,8/24/2020,R,BCoV_M,122960.8306,R021_024,705,16804,Composite,,1.607
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,8/24/2020,R,SARS CoV-2 N1,924,R021_025,330,2408,Composite,,1.519
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,8/24/2020,R,BCoV_M,139690.1413,R021_025,705,2408,Composite,,1.519
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,8/24/2020,R,SARS CoV-2 N2,1166,R021_025,330,2408,Composite,,1.519
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,8/24/2020,R,BCoV_M,311861.0479,R021_026,705,2408,Composite,,1.519
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,8/24/2020,R,SARS CoV-2 N2,704,R021_026,330,2408,Composite,,1.519
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,8/24/2020,R,SARS CoV-2 N1,1320,R021_026,330,2408,Composite,,1.519
KEEGANS BAYOU,KEEGANS BAYOU,8/24/2020,R,SARS CoV-2 N2,3300,R021_027,330,124000,Composite,,12.385
KEEGANS BAYOU,KEEGANS BAYOU,8/24/2020,R,SARS CoV-2 N1,1980,R021_027,330,124000,Composite,,12.385
KEEGANS BAYOU,KEEGANS BAYOU,8/24/2020,R,BCoV_M,171429.3405,R021_027,705,124000,Composite,,12.385
KEEGANS BAYOU,KEEGANS BAYOU,8/24/2020,R,SARS CoV-2 N2,3080,R021_028,330,124000,Composite,,12.385
KEEGANS BAYOU,KEEGANS BAYOU,8/24/2020,R,SARS CoV-2 N1,3300,R021_028,330,124000,Composite,,12.385
KEEGANS BAYOU,KEEGANS BAYOU,8/24/2020,R,BCoV_M,212984.1582,R021_028,705,124000,Composite,,12.385
KINGWOOD CENTRAL,KINGWOOD CENTRAL,8/24/2020,R,SARS CoV-2 N1,4620,R021_029,330,52055,Composite,,2.736
KINGWOOD CENTRAL,KINGWOOD CENTRAL,8/24/2020,R,BCoV_M,125655.9031,R021_030,705,52055,Composite,,2.736
KINGWOOD CENTRAL,KINGWOOD CENTRAL,8/24/2020,R,BCoV_M,131400.3594,R021_029,705,52055,Composite,,2.736
KINGWOOD CENTRAL,KINGWOOD CENTRAL,8/24/2020,R,SARS CoV-2 N2,3520,R021_030,330,52055,Composite,,2.736
KINGWOOD CENTRAL,KINGWOOD CENTRAL,8/24/2020,R,SARS CoV-2 N1,4840,R021_030,330,52055,Composite,,2.736
KINGWOOD CENTRAL,KINGWOOD CENTRAL,8/24/2020,R,SARS CoV-2 N2,6380,R021_029,330,52055,Composite,,2.736
KINGWOOD WEST,KINGWOOD WEST,8/24/2020,R,SARS CoV-2 N1,0,R021_031,330,2589,Composite,,0.615
KINGWOOD WEST,KINGWOOD WEST,8/24/2020,R,BCoV_M,9625.314299,R021_031,705,2589,Composite,,0.615
KINGWOOD WEST,KINGWOOD WEST,8/24/2020,R,SARS CoV-2 N2,NA,R021_032,330,2589,Composite,,0.615
KINGWOOD WEST,KINGWOOD WEST,8/24/2020,R,SARS CoV-2 N2,0,R021_031,330,2589,Composite,,0.615
KINGWOOD WEST,KINGWOOD WEST,8/24/2020,R,SARS CoV-2 N1,0,R021_032,330,2589,Composite,,0.615
KINGWOOD WEST,KINGWOOD WEST,8/24/2020,R,BCoV_M,5636.882665,R021_032,705,2589,Composite,,0.615
METRO CENTRAL,METRO CENTRAL,8/24/2020,R,SARS CoV-2 N2,572,R021_035,330,20161,Composite,,1.569
METRO CENTRAL,METRO CENTRAL,8/24/2020,R,SARS CoV-2 N2,484,R021_036,330,20161,Composite,,1.569
METRO CENTRAL,METRO CENTRAL,8/24/2020,R,SARS CoV-2 N1,0,R021_036,330,20161,Composite,,1.569
METRO CENTRAL,METRO CENTRAL,8/24/2020,R,SARS CoV-2 N1,286,R021_035,330,20161,Composite,,1.569
METRO CENTRAL,METRO CENTRAL,8/24/2020,R,BCoV_M,119756.7147,R021_035,705,20161,Composite,,1.569
METRO CENTRAL,METRO CENTRAL,8/24/2020,R,BCoV_M,49569.50777,R021_036,705,20161,Composite,,1.569
MUD#203,MUD#203,8/24/2020,R,SARS CoV-2 N1,3300,R021_033,330,4010,Composite,,0.351
MUD#203,MUD#203,8/24/2020,R,BCoV_M,376851.7852,R021_033,705,4010,Composite,,0.351
MUD#203,MUD#203,8/24/2020,R,BCoV_M,339351.3722,R021_034,705,4010,Composite,,0.351
MUD#203,MUD#203,8/24/2020,R,SARS CoV-2 N2,1100,R021_034,330,4010,Composite,,0.351
MUD#203,MUD#203,8/24/2020,R,SARS CoV-2 N1,3520,R021_034,330,4010,Composite,,0.351
MUD#203,MUD#203,8/24/2020,R,SARS CoV-2 N2,3960,R021_033,330,4010,Composite,,0.351
NORTHBELT,NORTHBELT,8/24/2020,R,BCoV_M,39399.64726,R021_038,705,12892,Composite,,1.512
NORTHBELT,NORTHBELT,8/24/2020,R,SARS CoV-2 N1,638,R021_037,330,12892,Composite,,1.512
NORTHBELT,NORTHBELT,8/24/2020,R,BCoV_M,24480.94175,R021_037,705,12892,Composite,,1.512
NORTHBELT,NORTHBELT,8/24/2020,R,SARS CoV-2 N2,308,R021_037,330,12892,Composite,,1.512
NORTHBELT,NORTHBELT,8/24/2020,R,SARS CoV-2 N2,1540,R021_038,330,12892,Composite,,1.512
NORTHBELT,NORTHBELT,8/24/2020,R,SARS CoV-2 N1,0,R021_038,330,12892,Composite,,1.512
NORTHEAST,NORTHEAST,8/24/2020,R,BCoV_M,210900.0528,R021_040,705,33102,Composite,,2.38
NORTHEAST,NORTHEAST,8/24/2020,R,SARS CoV-2 N2,2640,R021_039,330,33102,Composite,,2.38
NORTHEAST,NORTHEAST,8/24/2020,R,SARS CoV-2 N1,3960,R021_039,330,33102,Composite,,2.38
NORTHEAST,NORTHEAST,8/24/2020,R,BCoV_M,256129.5864,R021_039,705,33102,Composite,,2.38
NORTHEAST,NORTHEAST,8/24/2020,R,SARS CoV-2 N2,2640,R021_040,330,33102,Composite,,2.38
NORTHEAST,NORTHEAST,8/24/2020,R,SARS CoV-2 N1,2640,R021_040,330,33102,Composite,,2.38
NORTHGATE,NORTHGATE,8/24/2020,R,SARS CoV-2 N2,2640,R021_041,330,19867,Composite,,3.105
NORTHGATE,NORTHGATE,8/24/2020,R,SARS CoV-2 N1,4840,R021_041,330,19867,Composite,,3.105
NORTHGATE,NORTHGATE,8/24/2020,R,BCoV_M,170169.738,R021_041,705,19867,Composite,,3.105
NORTHGATE,NORTHGATE,8/24/2020,R,SARS CoV-2 N2,308,R021_042,330,19867,Composite,,3.105
NORTHGATE,NORTHGATE,8/24/2020,R,SARS CoV-2 N1,1100,R021_042,330,19867,Composite,,3.105
NORTHGATE,NORTHGATE,8/24/2020,R,BCoV_M,127152.8843,R021_042,705,19867,Composite,,3.105
NORTHWEST,NORTHWEST,8/24/2020,R,SARS CoV-2 N1,4840,R021_043,330,95600,Composite,,7.93
NORTHWEST,NORTHWEST,8/24/2020,R,BCoV_M,96764.19127,R021_043,705,95600,Composite,,7.93
NORTHWEST,NORTHWEST,8/24/2020,R,SARS CoV-2 N2,4400,R021_044,330,95600,Composite,,7.93
NORTHWEST,NORTHWEST,8/24/2020,R,SARS CoV-2 N1,6160,R021_044,330,95600,Composite,,7.93
NORTHWEST,NORTHWEST,8/24/2020,R,BCoV_M,118113.2223,R021_044,705,95600,Composite,,7.93
NORTHWEST,NORTHWEST,8/24/2020,R,SARS CoV-2 N2,5280,R021_043,330,95600,Composite,,7.93
PARK TEN,PARK TEN,8/24/2020,R,SARS CoV-2 N1,1320,R021_045,330,5497,Composite,,0.57
PARK TEN,PARK TEN,8/24/2020,R,BCoV_M,53815.18639,R021_045,705,5497,Composite,,0.57
PARK TEN,PARK TEN,8/24/2020,R,SARS CoV-2 N2,1540,R021_045,330,5497,Composite,,0.57
PARK TEN,PARK TEN,8/24/2020,R,SARS CoV-2 N2,704,R021_046,330,5497,Composite,,0.57
PARK TEN,PARK TEN,8/24/2020,R,SARS CoV-2 N1,1100,R021_046,330,5497,Composite,,0.57
PARK TEN,PARK TEN,8/24/2020,R,BCoV_M,61410.81438,R021_046,705,5497,Composite,,0.57
SAGEMONT,SAGEMONT,8/24/2020,R,SARS CoV-2 N1,1980,R021_047,330,20608,Composite,,3.447
SAGEMONT,SAGEMONT,8/24/2020,R,BCoV_M,159865.0104,R021_048,705,20608,Composite,,3.447
SAGEMONT,SAGEMONT,8/24/2020,R,BCoV_M,241359.1729,R021_047,705,20608,Composite,,3.447
SAGEMONT,SAGEMONT,8/24/2020,R,SARS CoV-2 N2,1980,R021_048,330,20608,Composite,,3.447
SAGEMONT,SAGEMONT,8/24/2020,R,SARS CoV-2 N1,2420,R021_048,330,20608,Composite,,3.447
SAGEMONT,SAGEMONT,8/24/2020,R,SARS CoV-2 N2,1320,R021_047,330,20608,Composite,,3.447
SIMS BAYOU NORTH,SIMS BAYOU NORTH,8/24/2020,R,SARS CoV-2 N1,528,R021_049,330,109414,Composite,,5.11
SIMS BAYOU NORTH,SIMS BAYOU NORTH,8/24/2020,R,BCoV_M,40720.71367,R021_049,705,109414,Composite,,5.11
SIMS BAYOU NORTH,SIMS BAYOU NORTH,8/24/2020,R,SARS CoV-2 N2,880,R021_050,330,109414,Composite,,5.11
SIMS BAYOU NORTH,SIMS BAYOU NORTH,8/24/2020,R,SARS CoV-2 N2,264,R021_049,330,109414,Composite,,5.11
SIMS BAYOU NORTH,SIMS BAYOU NORTH,8/24/2020,R,BCoV_M,37728.24813,R021_050,705,109414,Composite,,5.11
SIMS BAYOU NORTH,SIMS BAYOU NORTH,8/24/2020,R,SARS CoV-2 N1,0,R021_050,330,109414,Composite,,5.11
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,8/24/2020,R,SARS CoV-2 N1,2640,R021_051,330,109414,Composite,,17.277
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,8/24/2020,R,SARS CoV-2 N2,1320,R021_051,330,109414,Composite,,17.277
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,8/24/2020,R,BCoV_M,24998.49356,R021_052,705,109414,Composite,,17.277
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,8/24/2020,R,BCoV_M,11731.65221,R021_051,705,109414,Composite,,17.277
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,8/24/2020,R,SARS CoV-2 N2,1100,R021_052,330,109414,Composite,,17.277
