Facility,WWTP,Date,Lab,Target_Name,Copies_Per_Liter_WW,Sample_ID,Detection_Limit,Population,Sample_Type,No_of_Hours_Missed,flow 
NORTHWEST,NORTHWEST,8/23/2021,R,SARS CoV-2 N1,157666.67,R073_040,4663.58,95600,Composite,,9.92
NORTHWEST,NORTHWEST,8/23/2021,R,SARS CoV-2 N2,188466.67,R073_041,2333.33,95600,Composite,,9.92
NORTHWEST,NORTHWEST,8/23/2021,R,SARS CoV-2 N1,200933.33,R073_041,4663.58,95600,Composite,,9.92
PARK TEN,PARK TEN,8/23/2021,R,SARS CoV-2 N1,412866.67,R073_042,4663.58,5497,Composite,,0.606
PARK TEN,PARK TEN,8/23/2021,R,SARS CoV-2 N2,293333.33,R073_043,2333.33,5497,Composite,,0.606
PARK TEN,PARK TEN,8/23/2021,R,SARS CoV-2 N2,324133.33,R073_042,2333.33,5497,Composite,,0.606
PARK TEN,PARK TEN,8/23/2021,R,SARS CoV-2 N1,398200,R073_043,4663.58,5497,Composite,,0.606
SIMS BAYOU NORTH,SIMS BAYOU NORTH,8/23/2021,R,SARS CoV-2 N2,131266.67,R073_044,2333.33,109414,Composite,,5.72
SIMS BAYOU NORTH,SIMS BAYOU NORTH,8/23/2021,R,SARS CoV-2 N1,173066.67,R073_044,4663.58,109414,Composite,,5.72
SIMS BAYOU NORTH,SIMS BAYOU NORTH,8/23/2021,R,SARS CoV-2 N2,133466.67,R073_045,2333.33,109414,Composite,,5.72
SIMS BAYOU NORTH,SIMS BAYOU NORTH,8/23/2021,R,SARS CoV-2 N1,159133.33,R073_045,4663.58,109414,Composite,,5.72
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,8/23/2021,R,SARS CoV-2 N2,170866.67,R073_047,2333.33,109414,Composite,,18.124
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,8/23/2021,R,SARS CoV-2 N2,153266.67,R073_046,2333.33,109414,Composite,,18.124
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,8/23/2021,R,SARS CoV-2 N1,176733.33,R073_046,4663.58,109414,Composite,,18.124
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,8/23/2021,R,SARS CoV-2 N1,211200,R073_047,4663.58,109414,Composite,,18.124
SOUTHEAST,SOUTHEAST,8/23/2021,R,SARS CoV-2 N1,366666.67,R073_049,4663.58,32485,Composite,,3.36
SOUTHEAST,SOUTHEAST,8/23/2021,R,SARS CoV-2 N2,310933.33,R073_048,2333.33,32485,Composite,,3.36
SOUTHEAST,SOUTHEAST,8/23/2021,R,SARS CoV-2 N1,365200,R073_048,4663.58,32485,Composite,,3.36
SOUTHEAST,SOUTHEAST,8/23/2021,R,SARS CoV-2 N2,304333.33,R073_049,2333.33,32485,Composite,,3.36
SOUTHWEST,SOUTHWEST,8/23/2021,R,SARS CoV-2 N1,308000,R073_050,4663.58,293227,Composite,,24.076
SOUTHWEST,SOUTHWEST,8/23/2021,R,SARS CoV-2 N2,233200,R073_051,2333.33,293227,Composite,,24.076
SOUTHWEST,SOUTHWEST,8/23/2021,R,SARS CoV-2 N1,267666.67,R073_051,4663.58,293227,Composite,,24.076
SOUTHWEST,SOUTHWEST,8/23/2021,R,SARS CoV-2 N2,299933.33,R073_050,2333.33,293227,Composite,,24.076
TIDWELL TIMBERS,TIDWELL TIMBERS,8/23/2021,R,SARS CoV-2 N2,909333.33,R073_052,2333.33,1133,Composite,,0.08
TIDWELL TIMBERS,TIDWELL TIMBERS,8/23/2021,R,SARS CoV-2 N1,1012000,R073_052,4663.58,1133,Composite,,0.08
TIDWELL TIMBERS,TIDWELL TIMBERS,8/23/2021,R,SARS CoV-2 N2,784666.67,R073_053,2333.33,1133,Composite,,0.08
TIDWELL TIMBERS,TIDWELL TIMBERS,8/23/2021,R,SARS CoV-2 N1,872666.67,R073_053,4663.58,1133,Composite,,0.08
TURKEY CREEK,TURKEY CREEK,8/23/2021,R,SARS CoV-2 N2,293333.33,R073_054,2333.33,59188,Composite,,5.574
TURKEY CREEK,TURKEY CREEK,8/23/2021,R,SARS CoV-2 N1,307266.67,R073_054,4663.58,59188,Composite,,5.574
TURKEY CREEK,TURKEY CREEK,8/23/2021,R,SARS CoV-2 N2,291866.67,R073_055,2333.33,59188,Composite,,5.574
TURKEY CREEK,TURKEY CREEK,8/23/2021,R,SARS CoV-2 N1,306533.33,R073_055,4663.58,59188,Composite,,5.574
UPPER BRAYS,UPPER BRAYS,8/23/2021,R,SARS CoV-2 N2,167200,R073_056,2333.33,97918,Composite,,8.876
UPPER BRAYS,UPPER BRAYS,8/23/2021,R,SARS CoV-2 N1,221466.67,R073_057,4663.58,97918,Composite,,8.876
UPPER BRAYS,UPPER BRAYS,8/23/2021,R,SARS CoV-2 N1,207533.33,R073_056,4663.58,97918,Composite,,8.876
UPPER BRAYS,UPPER BRAYS,8/23/2021,R,SARS CoV-2 N2,186266.67,R073_057,2333.33,97918,Composite,,8.876
WCID#111,WCID#111,8/23/2021,R,SARS CoV-2 N2,105600,R073_058,2333.33,20920,Composite,,2.191
WCID#111,WCID#111,8/23/2021,R,SARS CoV-2 N2,244933.33,R073_059,2333.33,20920,Composite,,2.191
WCID#111,WCID#111,8/23/2021,R,SARS CoV-2 N1,296266.67,R073_059,4663.58,20920,Composite,,2.191
WCID#111,WCID#111,8/23/2021,R,SARS CoV-2 N1,168666.67,R073_058,4663.58,20920,Composite,,2.191
WCID#47,WCID#47,8/23/2021,R,SARS CoV-2 N2,208266.67,R073_060,2333.33,33645,Composite,,2.276
WCID#47,WCID#47,8/23/2021,R,SARS CoV-2 N1,272066.67,R073_060,4663.58,33645,Composite,,2.276
WCID#47,WCID#47,8/23/2021,R,SARS CoV-2 N2,127600,R073_061,2333.33,33645,Composite,,2.276
WCID#47,WCID#47,8/23/2021,R,SARS CoV-2 N1,179666.67,R073_061,4663.58,33645,Composite,,2.276
WEST DISTRICT,WEST DISTRICT,8/23/2021,R,SARS CoV-2 N2,242000,R073_063,2333.33,85129,Composite,,8.558
WEST DISTRICT,WEST DISTRICT,8/23/2021,R,SARS CoV-2 N2,225133.33,R073_062,2333.33,85129,Composite,,8.558
WEST DISTRICT,WEST DISTRICT,8/23/2021,R,SARS CoV-2 N1,292600,R073_063,4663.58,85129,Composite,,8.558
WEST DISTRICT,WEST DISTRICT,8/23/2021,R,SARS CoV-2 N1,256666.67,R073_062,4663.58,85129,Composite,,8.558
WEST LAKE,WEST LAKE,8/23/2021,R,SARS CoV-2 N1,704000,R073_064,4663.58,600,Composite,,0.232
WEST LAKE,WEST LAKE,8/23/2021,R,SARS CoV-2 N2,555866.67,R073_065,2333.33,600,Composite,,0.232
WEST LAKE,WEST LAKE,8/23/2021,R,SARS CoV-2 N2,621133.33,R073_064,2333.33,600,Composite,,0.232
WEST LAKE,WEST LAKE,8/23/2021,R,SARS CoV-2 N1,624800,R073_065,4663.58,600,Composite,,0.232
WESTWAY,WESTWAY,8/23/2021,R,SARS CoV-2 N2,305555.56,R073_066,2777.78,3623,Composite,,0.556
WESTWAY,WESTWAY,8/23/2021,R,SARS CoV-2 N1,450476.19,R073_066,5551.88,3623,Composite,,0.556
WESTWAY,WESTWAY,8/23/2021,R,SARS CoV-2 N2,312500,R073_067,2651.52,3623,Composite,,0.556
WESTWAY,WESTWAY,8/23/2021,R,SARS CoV-2 N1,415000,R073_067,5299.52,3623,Composite,,0.556
WHITE OAK,WHITE OAK,8/23/2021,R,SARS CoV-2 N2,387933.33,R073_069,2333.33,20758,Composite,,2.029
WHITE OAK,WHITE OAK,8/23/2021,R,SARS CoV-2 N1,479600,R073_069,4663.58,20758,Composite,,2.029
WHITE OAK,WHITE OAK,8/23/2021,R,SARS CoV-2 N2,413600,R073_068,2333.33,20758,Composite,,2.029
WHITE OAK,WHITE OAK,8/23/2021,R,SARS CoV-2 N1,553666.67,R073_068,4663.58,20758,Composite,,2.029
WILLOWBROOK,WILLOWBROOK,8/23/2021,R,SARS CoV-2 N2,468600,R073_070,2333.33,8610,Composite,,1.405
WILLOWBROOK,WILLOWBROOK,8/23/2021,R,SARS CoV-2 N1,571266.67,R073_070,4663.58,8610,Composite,,1.405
WILLOWBROOK,WILLOWBROOK,8/23/2021,R,SARS CoV-2 N2,474466.67,R073_071,2333.33,8610,Composite,,1.405
WILLOWBROOK,WILLOWBROOK,8/23/2021,R,SARS CoV-2 N1,540466.67,R073_071,4663.58,8610,Composite,,1.405
69TH STREET,69TH STREET,8/30/2021,R,SARS CoV-2 N2,93133.33,R074_001,2333.33,551150,Composite,,82
69TH STREET,69TH STREET,8/30/2021,R,SARS CoV-2 N1,84333.33,R074_001,3847.49,551150,Composite,,82
69TH STREET,69TH STREET,8/30/2021,R,SARS CoV-2 N2,82866.67,R074_002,2333.33,551150,Composite,,82
69TH STREET,69TH STREET,8/30/2021,R,SARS CoV-2 N1,101200,R074_002,3847.49,551150,Composite,,82
ALMEDA SIMS,ALMEDA SIMS,8/30/2021,R,SARS CoV-2 N2,364466.67,R074_003,2333.33,117968,Composite,,12.145
ALMEDA SIMS,ALMEDA SIMS,8/30/2021,R,SARS CoV-2 N1,464933.33,R074_003,3847.49,117968,Composite,,12.145
ALMEDA SIMS,ALMEDA SIMS,8/30/2021,R,SARS CoV-2 N2,344666.67,R074_004,2333.33,117968,Composite,,12.145
ALMEDA SIMS,ALMEDA SIMS,8/30/2021,R,SARS CoV-2 N1,407000,R074_004,3847.49,117968,Composite,,12.145
BELTWAY,BELTWAY,8/30/2021,R,SARS CoV-2 N2,328533.33,R074_006,2333.33,70900,Composite,,5.409
BELTWAY,BELTWAY,8/30/2021,R,SARS CoV-2 N2,358600,R074_005,2333.33,70900,Composite,,5.409
BELTWAY,BELTWAY,8/30/2021,R,SARS CoV-2 N1,412866.67,R074_005,3847.49,70900,Composite,,5.409
BELTWAY,BELTWAY,8/30/2021,R,SARS CoV-2 N1,376933.33,R074_006,3847.49,70900,Composite,,5.409
CEDAR BAYOU,CEDAR BAYOU,8/30/2021,R,SARS CoV-2 N1,449533.33,R074_007,3847.49,1722,Composite,,0.633
CEDAR BAYOU,CEDAR BAYOU,8/30/2021,R,SARS CoV-2 N2,333666.67,R074_008,2333.33,1722,Composite,,0.633
CEDAR BAYOU,CEDAR BAYOU,8/30/2021,R,SARS CoV-2 N2,362266.67,R074_007,2333.33,1722,Composite,,0.633
CEDAR BAYOU,CEDAR BAYOU,8/30/2021,R,SARS CoV-2 N1,369600,R074_008,3847.49,1722,Composite,,0.633
CHOCOLATE BAYOU,CHOCOLATE BAYOU,8/30/2021,R,SARS CoV-2 N2,387200,R074_009,2333.33,37359,Composite,,2.507
CHOCOLATE BAYOU,CHOCOLATE BAYOU,8/30/2021,R,SARS CoV-2 N1,423866.67,R074_009,3847.49,37359,Composite,,2.507
CHOCOLATE BAYOU,CHOCOLATE BAYOU,8/30/2021,R,SARS CoV-2 N2,355666.67,R074_010,2333.33,37359,Composite,,2.507
CHOCOLATE BAYOU,CHOCOLATE BAYOU,8/30/2021,R,SARS CoV-2 N1,361533.33,R074_010,3847.49,37359,Composite,,2.507
CLINTON PARK,CLINTON PARK,8/30/2021,R,SARS CoV-2 N2,142266.67,R074_012,2333.33,3825,Composite,,0.361
CLINTON PARK,CLINTON PARK,8/30/2021,R,SARS CoV-2 N2,170866.67,R074_011,2333.33,3825,Composite,,0.361
CLINTON PARK,CLINTON PARK,8/30/2021,R,SARS CoV-2 N1,202400,R074_011,3847.49,3825,Composite,,0.361
CLINTON PARK,CLINTON PARK,8/30/2021,R,SARS CoV-2 N1,167933.33,R074_012,3847.49,3825,Composite,,0.361
EASTHAVEN,EASTHAVEN,8/30/2021,R,SARS CoV-2 N2,448066.67,R074_013,2333.33,16030,Composite,,1.43
EASTHAVEN,EASTHAVEN,8/30/2021,R,SARS CoV-2 N1,559533.33,R074_013,3847.49,16030,Composite,,1.43
EASTHAVEN,EASTHAVEN,8/30/2021,R,SARS CoV-2 N2,506000,R074_014,2333.33,16030,Composite,,1.43
EASTHAVEN,EASTHAVEN,8/30/2021,R,SARS CoV-2 N1,615266.67,R074_014,3847.49,16030,Composite,,1.43
FOREST COVE,FOREST COVE,8/30/2021,R,SARS CoV-2 N1,385733.33,R074_015,3847.49,4170,Composite,,0.215
FOREST COVE,FOREST COVE,8/30/2021,R,SARS CoV-2 N2,327066.67,R074_016,2333.33,4170,Composite,,0.215
FOREST COVE,FOREST COVE,8/30/2021,R,SARS CoV-2 N1,398200,R074_016,3847.49,4170,Composite,,0.215
FOREST COVE,FOREST COVE,8/30/2021,R,SARS CoV-2 N2,319000,R074_015,2333.33,4170,Composite,,0.215
FWSD#23,FWSD#23,8/30/2021,R,SARS CoV-2 N1,187733.33,R074_018,3847.49,40689,Composite,,2.158
FWSD#23,FWSD#23,8/30/2021,R,SARS CoV-2 N2,220000,R074_017,2333.33,40689,Composite,,2.158
FWSD#23,FWSD#23,8/30/2021,R,SARS CoV-2 N1,280866.67,R074_017,3847.49,40689,Composite,,2.158
FWSD#23,FWSD#23,8/30/2021,R,SARS CoV-2 N2,144466.67,R074_018,2333.33,40689,Composite,,2.158
GREENRIDGE,GREENRIDGE,8/30/2021,R,SARS CoV-2 N2,372533.33,R074_020,2333.33,28742,Composite,,1.8
GREENRIDGE,GREENRIDGE,8/30/2021,R,SARS CoV-2 N1,487666.67,R074_020,3847.49,28742,Composite,,1.8
GREENRIDGE,GREENRIDGE,8/30/2021,R,SARS CoV-2 N2,404800,R074_019,2333.33,28742,Composite,,1.8
GREENRIDGE,GREENRIDGE,8/30/2021,R,SARS CoV-2 N1,484000,R074_019,3847.49,28742,Composite,,1.8
HOMESTEAD,HOMESTEAD,8/30/2021,R,SARS CoV-2 N2,140066.67,R074_021,2333.33,9375,Composite,,0.955
HOMESTEAD,HOMESTEAD,8/30/2021,R,SARS CoV-2 N1,156200,R074_022,3847.49,9375,Composite,,0.955
HOMESTEAD,HOMESTEAD,8/30/2021,R,SARS CoV-2 N1,203866.67,R074_021,3847.49,9375,Composite,,0.955
HOMESTEAD,HOMESTEAD,8/30/2021,R,SARS CoV-2 N2,107800,R074_022,2333.33,9375,Composite,,0.955
IMPERIAL VALLEY,IMPERIAL VALLEY,8/30/2021,R,SARS CoV-2 N2,595466.67,R074_023,2333.33,16804,Composite,,1.509
IMPERIAL VALLEY,IMPERIAL VALLEY,8/30/2021,R,SARS CoV-2 N2,574200,R074_024,2333.33,16804,Composite,,1.509
IMPERIAL VALLEY,IMPERIAL VALLEY,8/30/2021,R,SARS CoV-2 N1,579333.33,R074_024,3847.49,16804,Composite,,1.509
IMPERIAL VALLEY,IMPERIAL VALLEY,8/30/2021,R,SARS CoV-2 N1,620400,R074_023,3847.49,16804,Composite,,1.509
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,8/30/2021,R,SARS CoV-2 N2,291133.33,R074_025,2333.33,2408,Composite,,1.748
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,8/30/2021,R,SARS CoV-2 N1,325600,R074_025,3847.49,2408,Composite,,1.748
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,8/30/2021,R,SARS CoV-2 N2,298466.67,R074_026,2333.33,2408,Composite,,1.748
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,8/30/2021,R,SARS CoV-2 N1,327800,R074_026,3847.49,2408,Composite,,1.748
KEEGANS BAYOU,KEEGANS BAYOU,8/30/2021,R,SARS CoV-2 N2,18333.33,R074_027,2333.33,124000,Composite,,10.404
KEEGANS BAYOU,KEEGANS BAYOU,8/30/2021,R,SARS CoV-2 N1,25666.67,R074_027,3847.49,124000,Composite,,10.404
KEEGANS BAYOU,KEEGANS BAYOU,8/30/2021,R,SARS CoV-2 N2,29333.33,R074_028,2333.33,124000,Composite,,10.404
KEEGANS BAYOU,KEEGANS BAYOU,8/30/2021,R,SARS CoV-2 N1,35200,R074_028,3847.49,124000,Composite,,10.404
KINGWOOD CENTRAL,KINGWOOD CENTRAL,8/30/2021,R,SARS CoV-2 N2,325600,R074_029,2333.33,52055,Composite,,4.084
KINGWOOD CENTRAL,KINGWOOD CENTRAL,8/30/2021,R,SARS CoV-2 N1,386466.67,R074_029,3847.49,52055,Composite,,4.084
KINGWOOD CENTRAL,KINGWOOD CENTRAL,8/30/2021,R,SARS CoV-2 N2,413600,R074_030,2333.33,52055,Composite,,4.084
KINGWOOD CENTRAL,KINGWOOD CENTRAL,8/30/2021,R,SARS CoV-2 N1,456866.67,R074_030,3847.49,52055,Composite,,4.084
KINGWOOD WEST,KINGWOOD WEST,8/30/2021,R,SARS CoV-2 N2,489866.67,R074_032,2333.33,2589,Composite,,0.658
KINGWOOD WEST,KINGWOOD WEST,8/30/2021,R,SARS CoV-2 N1,530933.33,R074_032,3847.49,2589,Composite,,0.658
KINGWOOD WEST,KINGWOOD WEST,8/30/2021,R,SARS CoV-2 N2,441466.67,R074_031,2333.33,2589,Composite,,0.658
KINGWOOD WEST,KINGWOOD WEST,8/30/2021,R,SARS CoV-2 N1,499400,R074_031,3847.49,2589,Composite,,0.658
METRO CENTRAL,METRO CENTRAL,8/30/2021,R,SARS CoV-2 N1,0,R074_033,3847.49,20161,Composite,,1.59
METRO CENTRAL,METRO CENTRAL,8/30/2021,R,SARS CoV-2 N2,0,R074_034,2333.33,20161,Composite,,1.59
METRO CENTRAL,METRO CENTRAL,8/30/2021,R,SARS CoV-2 N1,513.33,R074_034,3847.49,20161,Composite,,1.59
METRO CENTRAL,METRO CENTRAL,8/30/2021,R,SARS CoV-2 N2,953.33,R074_033,2333.33,20161,Composite,,1.59
MUD#203,MUD#203,8/30/2021,R,SARS CoV-2 N2,293333.33,R074_035,2333.33,4010,Composite,,0.429
MUD#203,MUD#203,8/30/2021,R,SARS CoV-2 N1,313133.33,R074_035,3847.49,4010,Composite,,0.429
MUD#203,MUD#203,8/30/2021,R,SARS CoV-2 N2,236133.33,R074_036,2333.33,4010,Composite,,0.429
MUD#203,MUD#203,8/30/2021,R,SARS CoV-2 N1,287466.67,R074_036,3847.49,4010,Composite,,0.429
NORTHBELT,NORTHBELT,8/30/2021,R,SARS CoV-2 N2,405533.33,R074_038,2333.33,12892,Composite,,3.932
NORTHBELT,NORTHBELT,8/30/2021,R,SARS CoV-2 N1,452466.67,R074_038,3847.49,12892,Composite,,3.932
NORTHBELT,NORTHBELT,8/30/2021,R,SARS CoV-2 N2,385733.33,R074_037,2333.33,12892,Composite,,3.932
NORTHBELT,NORTHBELT,8/30/2021,R,SARS CoV-2 N1,427533.33,R074_037,3847.49,12892,Composite,,3.932
NORTHEAST,NORTHEAST,8/30/2021,R,SARS CoV-2 N2,264733.33,R074_039,2333.33,33102,Composite,,2.95
NORTHEAST,NORTHEAST,8/30/2021,R,SARS CoV-2 N1,303600,R074_039,3847.49,33102,Composite,,2.95
NORTHEAST,NORTHEAST,8/30/2021,R,SARS CoV-2 N2,236133.33,R074_040,2333.33,33102,Composite,,2.95
NORTHEAST,NORTHEAST,8/30/2021,R,SARS CoV-2 N1,288200,R074_040,3847.49,33102,Composite,,2.95
NORTHGATE,NORTHGATE,8/30/2021,R,SARS CoV-2 N2,489133.33,R074_041,2333.33,19867,Composite,,2.973
NORTHGATE,NORTHGATE,8/30/2021,R,SARS CoV-2 N1,551466.67,R074_041,3847.49,19867,Composite,,2.973
NORTHGATE,NORTHGATE,8/30/2021,R,SARS CoV-2 N2,339533.33,R074_042,2333.33,19867,Composite,,2.973
NORTHGATE,NORTHGATE,8/30/2021,R,SARS CoV-2 N1,392333.33,R074_042,3847.49,19867,Composite,,2.973
NORTHWEST,NORTHWEST,8/30/2021,R,SARS CoV-2 N2,290400,R074_043,2333.33,95600,Composite,,9.57
NORTHWEST,NORTHWEST,8/30/2021,R,SARS CoV-2 N1,345400,R074_043,3847.49,95600,Composite,,9.57
NORTHWEST,NORTHWEST,8/30/2021,R,SARS CoV-2 N2,309466.67,R074_044,2333.33,95600,Composite,,9.57
NORTHWEST,NORTHWEST,8/30/2021,R,SARS CoV-2 N1,332200,R074_044,3847.49,95600,Composite,,9.57
PARK TEN,PARK TEN,8/30/2021,R,SARS CoV-2 N2,330000,R074_046,2333.33,5497,Composite,,0.697
PARK TEN,PARK TEN,8/30/2021,R,SARS CoV-2 N2,594733.33,R074_045,2333.33,5497,Composite,,0.697
PARK TEN,PARK TEN,8/30/2021,R,SARS CoV-2 N1,784666.67,R074_045,3847.49,5497,Composite,,0.697
PARK TEN,PARK TEN,8/30/2021,R,SARS CoV-2 N1,349800,R074_046,3847.49,5497,Composite,,0.697
SAGEMONT,SAGEMONT,8/30/2021,R,SARS CoV-2 N1,28600,R074_047,3847.49,20608,Composite,,3.527
SAGEMONT,SAGEMONT,8/30/2021,R,SARS CoV-2 N2,17600,R074_048,2333.33,20608,Composite,,3.527
SAGEMONT,SAGEMONT,8/30/2021,R,SARS CoV-2 N2,22733.33,R074_047,2333.33,20608,Composite,,3.527
SAGEMONT,SAGEMONT,8/30/2021,R,SARS CoV-2 N1,13200,R074_048,3847.49,20608,Composite,,3.527
SIMS BAYOU NORTH,SIMS BAYOU NORTH,8/30/2021,R,SARS CoV-2 N2,91666.67,R074_049,2333.33,109414,Composite,,5.77
SIMS BAYOU NORTH,SIMS BAYOU NORTH,8/30/2021,R,SARS CoV-2 N1,109266.67,R074_049,3847.49,109414,Composite,,5.77
SIMS BAYOU NORTH,SIMS BAYOU NORTH,8/30/2021,R,SARS CoV-2 N2,91666.67,R074_050,2333.33,109414,Composite,,5.77
SIMS BAYOU NORTH,SIMS BAYOU NORTH,8/30/2021,R,SARS CoV-2 N1,108533.33,R074_050,3847.49,109414,Composite,,5.77
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,8/30/2021,R,SARS CoV-2 N2,114400,R074_052,2333.33,109414,Composite,,19.588
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,8/30/2021,R,SARS CoV-2 N2,126866.67,R074_051,2333.33,109414,Composite,,19.588
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,8/30/2021,R,SARS CoV-2 N1,148866.67,R074_051,3847.49,109414,Composite,,19.588
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,8/30/2021,R,SARS CoV-2 N1,116600,R074_052,3847.49,109414,Composite,,19.588
SOUTHEAST,SOUTHEAST,8/30/2021,R,SARS CoV-2 N2,304333.33,R074_053,2333.33,32485,Composite,,3.385
SOUTHEAST,SOUTHEAST,8/30/2021,R,SARS CoV-2 N1,348333.33,R074_053,3847.49,32485,Composite,,3.385
SOUTHEAST,SOUTHEAST,8/30/2021,R,SARS CoV-2 N2,296266.67,R074_054,2333.33,32485,Composite,,3.385
SOUTHEAST,SOUTHEAST,8/30/2021,R,SARS CoV-2 N1,373266.67,R074_054,3847.49,32485,Composite,,3.385
SOUTHWEST,SOUTHWEST,8/30/2021,R,SARS CoV-2 N1,156200,R074_055,3847.49,293227,Composite,,29.251
SOUTHWEST,SOUTHWEST,8/30/2021,R,SARS CoV-2 N2,150333.33,R074_056,2333.33,293227,Composite,,29.251
SOUTHWEST,SOUTHWEST,8/30/2021,R,SARS CoV-2 N1,162066.67,R074_056,3847.49,293227,Composite,,29.251
SOUTHWEST,SOUTHWEST,8/30/2021,R,SARS CoV-2 N2,140066.67,R074_055,2333.33,293227,Composite,,29.251
TIDWELL TIMBERS,TIDWELL TIMBERS,8/30/2021,R,SARS CoV-2 N1,660000,R074_058,3847.49,1133,Composite,,0.071
TIDWELL TIMBERS,TIDWELL TIMBERS,8/30/2021,R,SARS CoV-2 N2,597666.67,R074_057,2333.33,1133,Composite,,0.071
TIDWELL TIMBERS,TIDWELL TIMBERS,8/30/2021,R,SARS CoV-2 N1,696666.67,R074_057,3847.49,1133,Composite,,0.071
TIDWELL TIMBERS,TIDWELL TIMBERS,8/30/2021,R,SARS CoV-2 N2,595466.67,R074_058,2333.33,1133,Composite,,0.071
TURKEY CREEK,TURKEY CREEK,8/30/2021,R,SARS CoV-2 N2,204600,R074_060,2333.33,59188,Composite,,6.665
TURKEY CREEK,TURKEY CREEK,8/30/2021,R,SARS CoV-2 N1,236866.67,R074_060,3847.49,59188,Composite,,6.665
TURKEY CREEK,TURKEY CREEK,8/30/2021,R,SARS CoV-2 N2,267666.67,R074_059,2333.33,59188,Composite,,6.665
TURKEY CREEK,TURKEY CREEK,8/30/2021,R,SARS CoV-2 N1,312400,R074_059,3847.49,59188,Composite,,6.665
UPPER BRAYS,UPPER BRAYS,8/30/2021,R,SARS CoV-2 N2,202400,R074_061,2333.33,97918,Composite,,9.121
UPPER BRAYS,UPPER BRAYS,8/30/2021,R,SARS CoV-2 N1,199466.67,R074_062,3847.49,97918,Composite,,9.121
UPPER BRAYS,UPPER BRAYS,8/30/2021,R,SARS CoV-2 N1,237600,R074_061,3847.49,97918,Composite,,9.121
UPPER BRAYS,UPPER BRAYS,8/30/2021,R,SARS CoV-2 N2,173066.67,R074_062,2333.33,97918,Composite,,9.121
WCID#111,WCID#111,8/30/2021,R,SARS CoV-2 N2,394533.33,R074_063,2333.33,20920,Composite,,2.216
WCID#111,WCID#111,8/30/2021,R,SARS CoV-2 N2,410666.67,R074_064,2333.33,20920,Composite,,2.216
WCID#111,WCID#111,8/30/2021,R,SARS CoV-2 N1,492066.67,R074_064,3847.49,20920,Composite,,2.216
WCID#111,WCID#111,8/30/2021,R,SARS CoV-2 N1,459800,R074_063,3847.49,20920,Composite,,2.216
WCID#47,WCID#47,8/30/2021,R,SARS CoV-2 N2,218533.33,R074_065,2333.33,33645,Composite,,2.459
WCID#47,WCID#47,8/30/2021,R,SARS CoV-2 N1,234666.67,R074_065,3847.49,33645,Composite,,2.459
WCID#47,WCID#47,8/30/2021,R,SARS CoV-2 N2,184066.67,R074_066,2333.33,33645,Composite,,2.459
WCID#47,WCID#47,8/30/2021,R,SARS CoV-2 N1,239066.67,R074_066,3847.49,33645,Composite,,2.459
WEST DISTRICT,WEST DISTRICT,8/30/2021,R,SARS CoV-2 N2,243466.67,R074_067,2333.33,85129,Composite,,7.575
WEST DISTRICT,WEST DISTRICT,8/30/2021,R,SARS CoV-2 N1,306533.33,R074_067,3847.49,85129,Composite,,7.575
WEST DISTRICT,WEST DISTRICT,8/30/2021,R,SARS CoV-2 N2,291133.33,R074_068,2333.33,85129,Composite,,7.575
WEST DISTRICT,WEST DISTRICT,8/30/2021,R,SARS CoV-2 N1,321200,R074_068,3847.49,85129,Composite,,7.575
WEST LAKE,WEST LAKE,8/30/2021,R,SARS CoV-2 N2,997333.33,R074_069,2333.33,600,Composite,,0.211
WEST LAKE,WEST LAKE,8/30/2021,R,SARS CoV-2 N1,1129333.33,R074_069,3847.49,600,Composite,,0.211
WEST LAKE,WEST LAKE,8/30/2021,R,SARS CoV-2 N2,1019333.33,R074_070,2333.33,600,Composite,,0.211
WEST LAKE,WEST LAKE,8/30/2021,R,SARS CoV-2 N1,1195333.33,R074_070,3847.49,600,Composite,,0.211
WESTWAY,WESTWAY,8/30/2021,R,SARS CoV-2 N2,330733.33,R074_072,2333.33,3623,Composite,,0.537
WESTWAY,WESTWAY,8/30/2021,R,SARS CoV-2 N1,341000,R074_072,3847.49,3623,Composite,,0.537
WESTWAY,WESTWAY,8/30/2021,R,SARS CoV-2 N2,344666.67,R074_071,2333.33,3623,Composite,,0.537
WESTWAY,WESTWAY,8/30/2021,R,SARS CoV-2 N1,405533.33,R074_071,3847.49,3623,Composite,,0.537
WHITE OAK,WHITE OAK,8/30/2021,R,SARS CoV-2 N1,374733.33,R074_073,3847.49,20758,Composite,,2.003
WHITE OAK,WHITE OAK,8/30/2021,R,SARS CoV-2 N2,275000,R074_074,2333.33,20758,Composite,,2.003
